name,name_NYUcoor,brain_data,coordinates,T1_X,T1_Y,T1_Z,MNI_X,MNI_Y,MNI_Z,type,reg1,reg1_percent,reg2,reg2_percent,reg3,reg3_percent,reg4,reg4_percent
G89,G089,0,0,-55.431179,15.7892,26.409342,-62.666667,12,28.666667,EG,precentral,100,,0,,0,,0
G90,G090,0,0,-57.502792,8.703791,30.837812,-63,6.5,35.5,EG,precentral,100,,0,,0,,0
G91,G091,0,0,-59.535622,-1.641443,34.132618,-63.6,-3.2,38.8,EG,postcentral,100,,0,,0,,0
G92,G092,0,0,-50.149246,47.223759,5.715399,-61,39,-2,EG,parstriangularis,100,,0,,0,,0
G93,G093,0,0,-52.219769,42.521042,8.265775,-62,34,3,EG,parstriangularis,100,,0,,0,,0
G94,G094,0,0,-54.963551,37.860722,10.59754,-64,29.333333,5.333333,EG,parstriangularis,100,,0,,0,,0
G95,G095,0,0,-56.108002,35.156601,11.973926,-65,28,8,EG,parsopercularis,100,,0,,0,,0
G96,G096,0,0,-56.21146,29.75106,15.225286,-66,24,14,EG,parsopercularis,100,,0,,0,,0
G97,G097,0,0,-56.996895,24.375296,17.275145,-66,19.333333,17.333333,EG,parsopercularis,100,,0,,0,,0
G98,G098,0,0,-55.384762,21.316807,19.426702,-64,16.666667,21.333333,EG,parsopercularis,100,,0,,0,,0
G99,G099,0,0,-57.842545,15.946836,21.863527,-65,11.5,23.5,EG,precentral,100,,0,,0,,0
G100,G100,0,0,-60.766781,12.204166,24.521288,-67,8,27,EG,precentral,100,,0,,0,,0
G101,G101,0,0,-59.696754,7.84297,25.330643,-66,4,30,EG,precentral,100,,0,,0,,0
G102,G102,0,0,-62.661381,2.273336,28.782808,-66.8,-0.8,33.2,EG,postcentral,100,,0,,0,,0
G103,G103,0,0,-62.953323,-1.975769,31.580658,-66,-4,36,EG,postcentral,100,,0,,0,,0
G104,G104,0,0,-62.006714,-6.630129,33.30405,-66,-8,39,EG,postcentral,100,,0,,0,,0
G105,G105,0,0,-61.678463,-12.197368,35.069225,-65.2,-13.2,42.4,EG,postcentral,100,,0,,0,,0
G106,G106,0,0,-51.894955,39.42852,3.854425,-61,30,-2,EG,parstriangularis,100,,0,,0,,0
G107,G107,0,0,-55.580627,31.671225,7.395407,-64.666667,23,4.666667,EG,parsopercularis,100,,0,,0,,0
G108,G108,0,0,-55.598198,23.059156,12.456511,-65,18,12,EG,parsopercularis,100,,0,,0,,0
G109,G109,0,0,-61.300961,13.964641,17.415426,-68.666667,8,18.666667,EG,precentral,100,,0,,0,,0
G110,G110,0,0,-63.239143,3.628129,22.615347,-68,-1,27,EG,postcentral,100,,0,,0,,0
G111,G111,0,0,-65.646568,-4.00539,27.328327,-69,-8,33,EG,postcentral,100,,0,,0,,0
G112,G112,0,0,-63.057182,7.934814,9.197744,-69.2,0.4,12.8,EG,postcentral,100,,0,,0,,0
G113,G113,0,0,-67.620995,0.975611,13.887576,-71,-6,18,EG,postcentral,100,,0,,0,,0
G114,G114,0,0,-68.33577,-9.167221,18.14399,-71,-14,24,EG,postcentral,100,,0,,0,,0
G115,G115,0,0,-68.06739,-17.571205,22.449684,-71,-21,30.5,EG,supramarginal,100,,0,,0,,0
G116,G116,0,0,-63.788719,11.394958,0.038858,-69.333333,1.333333,0.666667,EG,rMTG,100,,0,,0,,0
G117,G117,0,0,-66.009613,7.417215,1.254644,-70.666667,-2.666667,2.666667,EG,rMTG,50.1,mMTG,49.9,,0,,0
G118,G118,0,0,-66.802338,3.022491,7.740664,-71.333333,-4,11.333333,EG,postcentral,100,,0,,0,,0
G119,G119,0,0,-67.13147,-1.735652,8.689366,-72.666667,-8.666667,12.666667,EG,postcentral,100,,0,,0,,0
G120,G120,0,0,-67.842384,-7.089209,11.246998,-71.2,-13.2,17.6,EG,postcentral,100,,0,,0,,0
G121,G121,0,0,-66.66037,-10.671155,13.518461,-70.5,-15.5,19,EG,postcentral,100,,0,,0,,0
G122,G122,0,0,-66.967224,-15.610498,15.5938,-70,-20.666667,22.666667,EG,supramarginal,100,,0,,0,,0
G123,G123,0,0,-68.259521,-20.224493,17.432976,-71,-25,26,EG,supramarginal,100,,0,,0,,0
G124,G124,0,0,-69.505569,5.814915,-0.473368,-72,-5.2,1.2,EG,rMTG,29.72,mMTG,70.28,,0,,0
G125,G125,0,0,-68.449219,-2.560902,0.510447,-72,-12,5,EG,mMTG,100,,0,,0,,0
G126,G126,0,0,-65.417862,-14.867505,10.129489,-70,-20,17,EG,supramarginal,100,,0,,0,,0
G127,G127,0,0,-68.240257,-21.6036,13.536238,-71.2,-27.2,22.4,EG,supramarginal,100,,0,,0,,0
G128,G128,0,0,-70.881622,4.436632,-4.882321,-71.2,-7.6,-2.8,EG,rMTG,56.04,mMTG,43.96,,0,,0
AIT1,AIT01,0,0,-21.805574,6.636058,-34.494869,-24,-6,-39,S,entorhinal,100,,0,,0,,0
AIT2,AIT02,0,0,-30.022314,7.558952,-39.946903,-33.5,-6.5,-43,S,fusiform,100,,0,,0,,0
AIT3,AIT03,0,0,-38.323097,11.334477,-43.225224,-42,-5,-47,S,fusiform,100,,0,,0,,0
AIT4,AIT04,0,0,-45.606182,16.058336,-42.974026,-49.333333,-1.333333,-46,S,inferiortemporal,100,,0,,0,,0
PIT1,PIT01,0,0,-45.979679,-48.326618,-33.281162,-42.8,-64.8,-21.6,S,fusiform,100,,0,,0,,0
PIT2,PIT02,0,0,-54.769596,-40.461544,-31.302883,-54.666667,-57.333333,-24,S,fusiform,100,,0,,0,,0
PIT3,PIT03,0,0,-63.828453,-36.673061,-29.822372,-63,-52,-20,S,inferiortemporal,100,,0,,0,,0
PIT4,PIT04,0,0,-70.205788,-30.662735,-23.168427,-70,-45,-15,S,inferiortemporal,100,,0,,0,,0
O1,O01,0,0,-20.835772,-86.488747,17.078196,-17,-88,42,S,superiorparietal,100,,0,,0,,0
O2,O02,0,0,-31.170048,-84.693848,16.120321,-28.4,-86.8,40.8,S,superiorparietal,100,,0,,0,,0
O3,O03,0,0,-40.823895,-81.431015,14.078094,-37,-84,37,S,inferiorparietal,100,,0,,0,,0
O4,O04,0,0,-48.635139,-76.039864,12.12838,-45.333333,-80,33.333333,S,inferiorparietal,100,,0,,0,,0
O5,O05,0,0,-55.814388,-67.507141,11.782931,-52,-72,30,S,inferiorparietal,100,,0,,0,,0
O6,O06,0,0,-60.72707,-58.927277,8.089665,-58,-64,25,S,cMTG,100,,0,,0,,0
O7,O07,0,0,-66.187157,-50.61953,6.156684,-63.6,-57.2,20.8,S,cMTG,100,,0,,0,,0
O8,O08,0,0,-69.048409,-43.650646,3.816096,-66.8,-50.8,15.6,S,cMTG,100,,0,,0,,0
P1,P01,0,0,-16.744658,-59.559326,58.448441,-14.857143,-55.142857,80.857143,S,superiorparietal,100,,0,,0,,0
P2,P02,0,0,-24.758644,-54.732712,58.103848,-24,-50.666667,79.333333,S,superiorparietal,100,,0,,0,,0
P3,P03,0,0,-33.779671,-49.788284,54.044823,-34,-48,74,S,superiorparietal,100,,0,,0,,0
P4,P04,0,0,-39.818012,-42.806484,51.463821,-41,-44,68,S,superiorparietal,100,,0,,0,,0
P5,P05,0,0,-47.866428,-37.841511,48.85997,-50.666667,-37.333333,63.333333,S,supramarginal,100,,0,,0,,0
P6,P06,0,0,-53.753201,-30.596184,45.673183,-56.4,-28.8,58.8,S,supramarginal,100,,0,,0,,0
P7,P07,0,0,-58.050373,-25.127535,40.142784,-62,-25,52,S,supramarginal,100,,0,,0,,0
P8,P08,0,0,-61.374447,-17.859463,33.089687,-66,-18,43,S,postcentral,46.88,supramarginal,53.12,,0,,0
SF1,SF01,0,0,-4.532513,25.677143,59.494331,-12,34,63,S,superiorfrontal,100,,0,,0,,0
SF2,SF02,0,0,-14.830471,26.951223,59.098881,-22,34,61,S,superiorfrontal,100,,0,,0,,0
SF3,SF03,0,0,-24.181412,28.938034,53.470276,-33.333333,33.333333,53,S,superiorfrontal,100,,0,,0,,0
SF4,SF04,0,0,-29.119457,30.949139,48.176434,-38,34,48,S,caudalmiddlefrontal,100,,0,,0,,0
SF5,SF05,0,0,-36.843445,31.204088,42.948647,-44,34.4,40.8,S,caudalmiddlefrontal,69.99,rostralmiddlefrontal,30.01,,0,,0
SF6,SF06,0,0,-45.084774,33.770725,35.360271,-53,33.333333,33.333333,S,rostralmiddlefrontal,100,,0,,0,,0
AF1,AF01,0,0,-1.736646,68.836136,31.131941,-13,70.666667,21.333333,S,superiorfrontal,100,,0,,0,,0
AF2,AF02,0,0,-10.747362,67.589958,30.378315,-22,70,21,S,superiorfrontal,100,,0,,0,,0
AF3,AF03,0,0,-18.85037,64.242783,29.670492,-29,65.333333,19.333333,S,rostralmiddlefrontal,100,,0,,0,,0
AF4,AF04,0,0,-27.374411,59.340855,28.619007,-38,59.333333,19.333333,S,rostralmiddlefrontal,100,,0,,0,,0
AF5,AF05,0,0,-35.250683,55.582722,27.036819,-46.8,54.4,19.2,S,rostralmiddlefrontal,100,,0,,0,,0
AF6,AF06,0,0,-42.981106,49.651325,24.062906,-53,46,17,S,rostralmiddlefrontal,100,,0,,0,,0
IF1,IF01,0,0,-2.426157,55.161655,-17.14649,-12,47,-27,S,lateralorbitofrontal,100,,0,,0,,0
IF2,IF02,0,0,-9.967708,53.831818,-15.167548,-18.8,45.2,-25.6,S,lateralorbitofrontal,100,,0,,0,,0
IF3,IF03,0,0,-18.682531,51.035629,-12.013199,-28,42.666667,-23.333333,S,lateralorbitofrontal,100,,0,,0,,0
IF4,IF04,0,0,-26.304932,49.292297,-11.879491,-34.666667,40,-23.333333,S,lateralorbitofrontal,100,,0,,0,,0
DAI1,DAI01,0,0,-32,15,-4,-41,10,-7,D,Left-Cerebral-White-Matter,81.48,ctx-lh-insula,18.52,,0,,0
DAI2,DAI02,0,0,-36.333333,16,-5.333333,-45,10,-7,D,Left-Cerebral-White-Matter,3.7,ctx-lh-insula,96.3,,0,,0
DAI3,DAI03,0,0,-40.666667,17,-6.666667,-48.666667,10,-8.666667,D,Unknown,81.48,ctx-lh-insula,18.52,,0,,0
DAI4,DAI04,0,0,-45,18,-8,-52.666667,10,-11.333333,D,ctx-lh-superiortemporal,100,,0,,0,,0
DAMT1,DAMT01,0,0,-19,-11,-13,-21.333333,-17.333333,-12,D,Unknown,55.56,Left-Cerebral-White-Matter,3.7,Left-VentralDC,40.74,,0
DAMT2,DAMT02,0,0,-22.857143,-8.142857,-12.428571,-25,-15,-12,D,Unknown,18.52,Left-Inf-Lat-Vent,44.44,Left-VentralDC,37.04,,0
DAMT3,DAMT03,0,0,-26.714286,-5.285714,-11.857143,-29.6,-11.2,-11.2,D,Left-Cerebral-White-Matter,55.56,Left-Inf-Lat-Vent,18.52,Left-Hippocampus,22.22,Left-VentralDC,3.7
DAMT4,DAMT04,0,0,-30.571429,-2.428571,-11.285714,-32.8,-7.2,-10.4,D,Left-Cerebral-White-Matter,70.37,Left-Putamen,29.63,,0,,0
DAMT5,DAMT05,0,0,-34.428571,0.428571,-10.714286,-39,-4,-9,D,Left-Cerebral-White-Matter,96.3,ctx-lh-insula,3.7,,0,,0
DAMT6,DAMT06,0,0,-38.285714,3.285714,-10.142857,-43.333333,-2,-9.333333,D,ctx-lh-insula,100,,0,,0,,0
DAMT7,DAMT07,0,0,-42.142857,6.142857,-9.571429,-48,0,-10,D,Unknown,22.22,ctx-lh-superiortemporal,77.78,,0,,0
DAMT8,DAMT08,0,0,-46,9,-9,-52.5,1.5,-11.5,D,Left-Cerebral-White-Matter,70.37,ctx-lh-superiortemporal,29.63,,0,,0
DPI1,DPI01,0,0,-35,-13,5,-41,-12,8,D,ctx-lh-insula,100,,0,,0,,0
DPI2,DPI02,0,0,-40,-12.666667,5,-45,-14,8,D,Unknown,62.96,ctx-lh-transversetemporal,37.04,,0,,0
DPI3,DPI03,0,0,-45,-12.333333,5,-50,-15,8,D,Left-Cerebral-White-Matter,62.96,ctx-lh-transversetemporal,37.04,,0,,0
DPI4,DPI04,0,0,-50,-12,5,-55,-15,8,D,Left-Cerebral-White-Matter,40.74,ctx-lh-transversetemporal,59.26,,0,,0
DPMT1,DPMT01,0,0,-32,-26,-13,-31.5,-33,-7,D,Left-Hippocampus,100,,0,,0,,0
DPMT2,DPMT02,0,0,-35.571429,-22.857143,-11.285714,-34.666667,-28.666667,-6.666667,D,Left-Cerebral-White-Matter,18.52,Left-Hippocampus,66.67,Left-choroid-plexus,14.81,,0
DPMT3,DPMT03,0,0,-39.142857,-19.714286,-9.571429,-40.8,-25.2,-4.4,D,Left-Cerebral-White-Matter,100,,0,,0,,0
DPMT4,DPMT04,0,0,-42.714286,-16.571429,-7.857143,-45.6,-21.8,-0.8,D,Left-Cerebral-White-Matter,100,,0,,0,,0
DPMT5,DPMT05,0,0,-46.285714,-13.428571,-6.142857,-50.75,-22.25,-1.25,D,Left-Cerebral-White-Matter,59.26,ctx-lh-superiortemporal,40.74,,0,,0
DPMT6,DPMT06,0,0,-49.857143,-10.285714,-4.428571,-54,-19.5,-1.5,D,Left-Cerebral-White-Matter,7.41,ctx-lh-superiortemporal,92.59,,0,,0
DPMT7,DPMT07,0,0,-53.428571,-7.142857,-2.714286,-58.285714,-16,0.285714,D,Left-Cerebral-White-Matter,11.11,ctx-lh-superiortemporal,88.89,,0,,0
DPMT8,DPMT08,0,0,-57,-4,-1,-62.666667,-12,1,D,Left-Cerebral-White-Matter,85.19,ctx-lh-superiortemporal,14.81,,0,,0
